tenure,monthly_charges,total_charges,num_products,support_tickets,login_frequency,contract_type,payment_method,senior_citizen,tech_support,online_backup,churn
22,58.65,1250.86,1,2,28,Month-to-month,Electronic check,0,Yes,No,0
21,71.13,1434.36,4,5,26,Two year,Mailed check,0,Yes,No,0
70,69.23,4562.68,1,2,13,Month-to-month,Credit card,1,No,No,0
70,77.73,5023.37,2,1,2,One year,Electronic check,0,No,Yes,0
4,106.56,370.82,1,2,17,Two year,Electronic check,0,No,Yes,0
62,118.07,6509.25,1,1,28,Two year,Electronic check,0,No,Yes,0
62,60.76,3438.87,3,3,27,Month-to-month,Mailed check,0,Yes,No,0
24,102.75,2317.78,1,0,21,Month-to-month,Mailed check,0,Yes,Yes,0
55,96.45,4917.8,1,0,5,Month-to-month,Mailed check,0,No,No,0
9,77.35,621.82,2,0,16,One year,Bank transfer,1,Yes,Yes,0
3,115.6,295.12,1,1,22,Month-to-month,Electronic check,1,No,No,1
31,40.05,1147.73,1,2,27,Month-to-month,Mailed check,0,No,Yes,0
40,30.93,1104.63,3,0,13,Month-to-month,Mailed check,0,No,No,0
36,105.4,3643.35,3,1,13,Month-to-month,Bank transfer,0,Yes,No,0
24,63.91,1309.27,4,0,19,Month-to-month,Credit card,0,Yes,No,0
6,104.7,589.08,3,0,12,Two year,Mailed check,0,No,No,0
66,109.31,7151.13,3,2,26,Month-to-month,Credit card,0,No,No,0
4,26.25,92.0,1,1,27,Month-to-month,Electronic check,0,Yes,No,0
6,108.35,598.58,3,2,2,Two year,Electronic check,1,No,No,0
51,64.83,2855.72,3,2,12,One year,Electronic check,0,Yes,Yes,1
62,71.04,4157.18,3,1,28,Month-to-month,Mailed check,0,Yes,No,1
57,82.66,4393.96,2,1,23,Month-to-month,Electronic check,0,No,No,1
66,112.64,6773.37,1,1,1,One year,Electronic check,0,No,Yes,1
8,21.91,162.7,3,1,8,Month-to-month,Mailed check,1,No,No,0
26,67.68,1732.38,3,0,12,One year,Electronic check,1,No,No,0
51,88.77,3981.48,4,3,7,Month-to-month,Electronic check,0,Yes,No,0
45,92.27,3543.38,1,0,15,Month-to-month,Electronic check,0,No,No,0
44,89.25,3845.51,1,2,23,Month-to-month,Credit card,0,Yes,Yes,0
5,33.44,156.59,1,1,28,One year,Electronic check,0,No,Yes,0
70,49.94,3438.46,3,5,2,Two year,Bank transfer,0,No,Yes,0
26,55.87,1364.8,1,1,12,Month-to-month,Bank transfer,0,Yes,Yes,0
68,100.44,6635.43,1,2,3,One year,Mailed check,0,No,No,0
19,47.88,831.89,4,1,17,Month-to-month,Electronic check,0,No,Yes,0
20,41.07,790.58,1,1,1,Month-to-month,Mailed check,0,No,No,1
12,115.74,1370.76,3,1,19,Two year,Bank transfer,0,No,No,0
47,20.89,918.81,2,1,21,Month-to-month,Mailed check,0,Yes,No,0
1,119.78,105.06,3,1,20,Two year,Electronic check,0,Yes,Yes,0
14,87.68,1092.89,2,0,14,One year,Electronic check,0,Yes,Yes,0
64,102.85,5791.17,4,1,16,Two year,Credit card,0,Yes,Yes,0
38,49.46,1667.15,4,1,28,One year,Mailed check,0,No,Yes,0
37,21.43,710.42,1,2,9,Month-to-month,Bank transfer,1,No,No,1
11,93.79,962.85,1,0,0,Month-to-month,Mailed check,1,No,No,1
3,103.41,291.06,1,2,30,Month-to-month,Credit card,0,No,No,0
33,94.05,2836.66,3,2,5,Month-to-month,Mailed check,0,No,No,1
6,34.29,193.87,3,1,2,Month-to-month,Mailed check,0,Yes,Yes,0
50,95.34,4110.28,2,1,18,Month-to-month,Credit card,0,No,No,0
10,96.89,836.32,2,3,6,Two year,Bank transfer,0,No,Yes,0
5,85.85,375.93,1,3,12,Month-to-month,Electronic check,0,No,No,0
23,96.61,2061.4,3,1,12,One year,Electronic check,0,Yes,No,0
10,104.59,922.59,4,2,16,Two year,Bank transfer,0,No,Yes,0
44,81.36,3194.98,1,0,0,Two year,Credit card,0,Yes,Yes,0
2,28.86,52.53,2,3,13,Month-to-month,Mailed check,1,No,Yes,0
13,68.76,868.65,1,1,28,Month-to-month,Bank transfer,0,No,No,0
40,27.76,946.15,2,2,25,Month-to-month,Bank transfer,1,Yes,Yes,0
2,60.75,115.11,2,0,2,Month-to-month,Mailed check,0,No,No,1
65,60.71,3750.15,1,1,13,Month-to-month,Bank transfer,0,No,No,1
63,26.6,1625.19,2,1,23,Two year,Electronic check,0,No,No,0
17,54.88,923.55,2,2,0,Month-to-month,Credit card,0,No,No,0
9,31.1,238.76,2,1,15,One year,Bank transfer,0,Yes,Yes,0
15,100.82,1320.34,2,1,9,Two year,Bank transfer,0,No,No,0
24,114.77,2707.45,1,3,12,Month-to-month,Electronic check,0,No,No,0
38,27.23,950.7,3,2,3,Month-to-month,Electronic check,0,Yes,No,0
35,115.51,3778.81,3,1,8,One year,Mailed check,0,No,No,0
49,72.26,3361.77,2,3,13,Month-to-month,Bank transfer,0,No,No,1
69,49.96,3281.29,1,2,3,One year,Bank transfer,0,Yes,Yes,0
62,27.69,1699.2,3,0,9,Month-to-month,Mailed check,1,Yes,No,0
60,70.06,4201.68,4,0,7,Two year,Bank transfer,0,Yes,No,0
50,99.45,4763.77,1,1,22,Month-to-month,Credit card,0,No,Yes,0
9,90.71,729.1,2,1,2,Month-to-month,Electronic check,0,No,No,1
34,25.02,835.34,1,1,22,One year,Mailed check,1,Yes,Yes,0
35,27.29,818.93,2,1,30,Month-to-month,Bank transfer,0,No,No,1
1,60.29,53.34,1,1,6,Month-to-month,Mailed check,0,Yes,No,0
40,49.53,1950.71,2,1,9,Month-to-month,Bank transfer,0,No,No,1
64,43.24,2458.6,3,3,2,Month-to-month,Mailed check,0,No,No,0
22,48.1,934.49,2,1,1,One year,Credit card,0,No,No,0
60,100.35,5242.6,2,2,14,One year,Electronic check,0,Yes,Yes,0
64,112.92,7074.15,2,0,8,One year,Mailed check,1,No,No,0
72,60.51,4030.0,2,0,14,One year,Electronic check,0,No,Yes,1
11,110.61,1157.38,1,0,16,Month-to-month,Electronic check,1,No,Yes,1
14,52.15,646.77,1,3,29,Month-to-month,Mailed check,1,No,Yes,0
60,67.64,3911.1,3,2,6,One year,Electronic check,0,Yes,No,0
30,42.6,1231.99,1,1,19,Two year,Credit card,0,No,No,0
35,84.05,2638.43,3,0,17,Month-to-month,Credit card,0,No,No,0
37,117.9,3976.68,4,0,14,Month-to-month,Electronic check,1,No,No,1
5,80.35,354.12,1,2,17,Month-to-month,Bank transfer,0,No,Yes,1
26,55.78,1445.18,2,2,23,One year,Mailed check,0,No,No,0
62,84.78,4976.93,2,0,22,One year,Credit card,0,Yes,Yes,0
4,32.29,127.89,3,2,11,Month-to-month,Bank transfer,1,Yes,No,0
42,108.87,4094.75,4,2,22,One year,Electronic check,0,Yes,No,0
18,70.31,1224.17,3,1,20,Month-to-month,Bank transfer,0,Yes,No,0
40,64.93,2505.98,1,1,29,Month-to-month,Bank transfer,0,No,No,1
72,78.59,5396.77,3,2,25,Two year,Mailed check,0,No,No,0
39,82.48,3200.14,2,3,7,Month-to-month,Credit card,0,No,No,0
14,27.18,345.91,2,3,29,Month-to-month,Credit card,1,No,No,1
32,88.26,2456.05,1,2,1,Two year,Mailed check,0,No,Yes,0
51,44.19,2142.71,1,2,1,Two year,Bank transfer,0,Yes,Yes,0
38,91.4,3332.18,3,2,4,One year,Credit card,0,Yes,Yes,0
23,102.25,2201.85,2,2,30,Month-to-month,Electronic check,0,Yes,Yes,1
63,100.4,5572.64,2,4,0,Month-to-month,Electronic check,0,No,Yes,1
15,75.25,1044.85,2,0,21,Two year,Electronic check,0,Yes,No,0
25,72.02,1614.74,3,1,3,One year,Credit card,0,Yes,No,0
17,34.29,532.87,3,1,5,Two year,Bank transfer,0,No,No,0
66,97.53,6094.42,1,0,22,Month-to-month,Electronic check,0,No,Yes,0
53,47.14,2402.94,1,1,12,Month-to-month,Credit card,0,No,Yes,0
51,69.67,3143.96,1,3,18,Two year,Bank transfer,0,No,Yes,0
39,48.43,1720.29,4,2,10,One year,Credit card,0,No,No,0
51,33.38,1515.76,2,0,12,Month-to-month,Electronic check,0,No,No,1
70,82.96,5109.14,2,3,7,Month-to-month,Mailed check,0,No,No,1
6,25.43,147.62,2,3,6,Month-to-month,Bank transfer,0,No,No,0
67,94.86,6269.11,2,1,12,Month-to-month,Mailed check,0,Yes,No,1
7,51.76,328.09,3,4,0,Month-to-month,Bank transfer,0,Yes,Yes,1
51,20.01,982.44,2,1,5,Month-to-month,Credit card,0,Yes,No,0
72,71.11,5040.81,1,3,6,One year,Mailed check,0,No,No,0
42,24.69,1013.05,1,2,15,Month-to-month,Credit card,0,No,No,0
64,47.62,2674.1,2,3,29,Two year,Electronic check,0,Yes,Yes,0
15,90.7,1351.58,4,1,26,Month-to-month,Electronic check,0,Yes,Yes,1
29,26.27,690.6,2,1,14,One year,Electronic check,0,No,Yes,0
33,103.93,3089.76,3,0,19,Month-to-month,Mailed check,0,No,No,0
27,20.38,472.87,3,1,29,One year,Mailed check,0,No,No,0
36,44.68,1484.51,1,4,1,Two year,Credit card,0,No,No,0
29,94.09,2363.94,1,1,25,Two year,Bank transfer,0,No,No,0
38,51.63,1740.79,1,2,24,One year,Mailed check,0,No,Yes,0
57,30.19,1544.52,3,2,22,Month-to-month,Bank transfer,0,Yes,No,0
27,56.02,1469.17,1,1,15,Two year,Electronic check,1,Yes,Yes,0
55,47.04,2538.88,2,3,16,Two year,Electronic check,0,No,No,0
33,104.27,3080.89,2,1,23,Two year,Bank transfer,0,No,No,0
68,51.33,3416.46,3,0,14,Month-to-month,Bank transfer,0,No,No,0
66,98.89,6386.97,1,5,2,Two year,Bank transfer,0,No,No,1
10,109.19,1053.35,2,1,3,Month-to-month,Mailed check,0,No,No,0
5,63.38,276.34,2,1,11,Month-to-month,Bank transfer,0,Yes,No,0
38,110.99,4021.7,2,1,4,Month-to-month,Bank transfer,0,No,Yes,0
13,57.73,744.3,3,1,16,Month-to-month,Credit card,0,No,No,0
31,116.41,3436.87,1,1,30,One year,Electronic check,0,Yes,No,0
47,28.93,1223.39,3,0,5,Two year,Bank transfer,0,No,No,0
52,88.7,4266.87,3,2,9,One year,Bank transfer,0,Yes,No,0
56,69.38,3678.81,2,2,21,One year,Credit card,0,Yes,No,0
15,58.76,816.69,3,1,17,One year,Electronic check,1,No,No,0
29,83.27,2096.06,2,3,26,One year,Mailed check,0,No,Yes,0
8,90.39,648.5,1,1,9,Month-to-month,Electronic check,1,Yes,No,0
5,20.44,99.17,3,0,5,Two year,Mailed check,0,No,No,0
29,36.7,1042.18,2,3,23,One year,Electronic check,0,No,No,0
47,91.3,3735.81,2,3,5,One year,Electronic check,0,No,Yes,0
68,86.64,5849.44,2,0,19,One year,Bank transfer,0,Yes,No,0
45,116.6,4718.75,4,1,14,Two year,Electronic check,0,Yes,Yes,0
2,96.1,182.46,2,2,3,Month-to-month,Electronic check,0,Yes,No,1
27,115.08,2991.49,1,1,24,Month-to-month,Electronic check,1,No,Yes,1
36,90.25,3157.35,2,0,15,One year,Electronic check,0,No,No,0
36,49.81,1778.57,3,0,21,Month-to-month,Credit card,0,No,Yes,0
26,30.54,712.2,3,2,23,Two year,Bank transfer,0,No,Yes,0
43,98.18,4132.14,2,3,7,Month-to-month,Credit card,0,No,No,0
27,84.41,1982.23,3,0,6,Month-to-month,Mailed check,0,No,Yes,0
69,24.82,1636.81,1,0,18,Two year,Credit card,0,No,Yes,0
20,56.01,1076.84,2,1,25,Month-to-month,Mailed check,1,Yes,Yes,1
11,115.68,1210.97,3,3,16,One year,Bank transfer,0,Yes,No,0
38,70.04,2363.02,3,0,20,Month-to-month,Mailed check,0,No,No,0
6,63.27,372.39,3,5,12,Month-to-month,Bank transfer,0,No,Yes,1
72,65.77,4145.07,3,1,14,One year,Bank transfer,1,No,No,0
23,40.89,806.97,1,1,25,Month-to-month,Electronic check,0,No,Yes,1
47,56.87,2559.61,3,3,25,Two year,Electronic check,1,No,No,0
46,56.98,2414.86,2,1,30,One year,Bank transfer,0,No,No,0
12,25.24,296.02,1,0,1,Month-to-month,Mailed check,0,No,No,1
13,96.76,1141.54,1,1,27,One year,Electronic check,0,No,No,1
62,61.65,3345.44,2,1,9,One year,Mailed check,0,Yes,Yes,0
60,102.22,5982.73,1,1,12,Month-to-month,Mailed check,0,Yes,Yes,0
43,105.03,4210.7,2,2,17,Month-to-month,Credit card,0,No,No,1
68,41.2,2460.87,1,1,29,Month-to-month,Electronic check,0,Yes,Yes,0
5,85.74,410.72,1,0,22,One year,Electronic check,0,No,Yes,0
37,67.23,2305.09,2,2,10,One year,Credit card,0,Yes,Yes,0
72,108.02,7315.83,2,1,12,One year,Bank transfer,1,Yes,No,0
31,41.57,1184.46,2,2,18,One year,Electronic check,0,Yes,No,0
9,87.78,769.72,3,2,28,One year,Credit card,0,Yes,Yes,0
51,80.78,4014.46,3,1,23,One year,Mailed check,0,Yes,Yes,0
29,49.53,1373.76,3,1,24,One year,Mailed check,0,Yes,No,0
40,33.66,1165.73,2,0,29,Month-to-month,Credit card,0,No,Yes,0
41,85.16,3407.16,3,2,28,Two year,Credit card,0,Yes,No,0
11,93.86,981.51,1,1,23,One year,Mailed check,0,Yes,Yes,0
23,51.56,1131.99,1,4,21,Two year,Electronic check,0,Yes,No,0
1,84.48,76.41,2,1,4,One year,Electronic check,0,No,Yes,1
46,59.51,2687.89,3,3,2,Month-to-month,Electronic check,0,No,Yes,1
21,91.32,1838.72,1,1,18,One year,Electronic check,0,No,No,0
36,39.92,1245.82,1,2,22,Month-to-month,Mailed check,1,Yes,No,1
54,109.02,5364.11,1,2,12,One year,Credit card,0,Yes,No,0
57,48.74,2730.83,3,4,4,Month-to-month,Credit card,0,No,No,0
1,56.78,48.66,2,1,11,Two year,Mailed check,0,No,Yes,0
63,25.81,1616.62,1,0,13,One year,Bank transfer,0,Yes,Yes,0
54,31.15,1601.15,2,3,5,One year,Electronic check,0,No,Yes,0
55,71.59,3719.73,2,6,29,Month-to-month,Electronic check,0,Yes,Yes,1
40,46.76,1665.75,3,1,21,Two year,Electronic check,1,Yes,No,0
15,103.55,1378.23,1,0,8,Two year,Bank transfer,0,No,No,0
21,21.47,446.95,3,1,16,One year,Electronic check,1,No,No,0
47,57.91,2435.28,2,1,7,Month-to-month,Credit card,0,Yes,No,0
53,53.73,2751.8,3,0,25,One year,Bank transfer,0,Yes,No,0
9,21.93,179.4,1,1,12,Month-to-month,Electronic check,0,No,No,0
52,32.44,1469.08,2,1,28,One year,Electronic check,0,No,Yes,0
57,61.36,2978.51,2,4,4,Month-to-month,Bank transfer,0,No,No,1
26,69.29,1678.38,2,4,28,One year,Credit card,1,No,No,0
41,60.43,2468.63,1,2,21,One year,Bank transfer,1,No,Yes,0
35,73.09,2316.07,3,0,21,Month-to-month,Electronic check,1,Yes,Yes,0
63,79.51,4526.14,1,1,16,Month-to-month,Bank transfer,0,Yes,No,1
25,20.99,473.12,3,1,2,Two year,Electronic check,1,No,No,0
38,66.41,2342.09,3,2,27,Month-to-month,Credit card,0,No,Yes,0
2,116.35,213.18,2,0,5,One year,Bank transfer,1,Yes,No,0
7,71.9,494.23,3,5,13,Month-to-month,Bank transfer,0,No,Yes,1
34,87.75,2762.21,3,2,14,Month-to-month,Mailed check,0,Yes,No,0
17,51.19,805.98,2,2,13,Month-to-month,Bank transfer,1,Yes,Yes,0
43,97.4,3646.9,3,1,10,One year,Electronic check,1,Yes,Yes,0
59,97.29,5725.25,1,1,10,Month-to-month,Electronic check,0,No,No,0
51,72.13,3264.77,2,0,8,Two year,Mailed check,0,Yes,No,0
54,117.6,5467.72,3,3,5,One year,Credit card,0,Yes,No,0
24,32.56,741.96,2,4,14,Month-to-month,Bank transfer,0,No,Yes,0
25,21.69,509.34,2,2,11,One year,Electronic check,0,No,No,0
71,97.02,6284.11,2,1,28,Month-to-month,Credit card,0,No,Yes,1
52,100.72,4783.5,3,3,5,One year,Electronic check,0,Yes,Yes,0
70,32.02,2169.14,4,1,0,Month-to-month,Electronic check,0,No,No,1
33,46.56,1351.11,2,2,24,Month-to-month,Electronic check,0,No,No,0
49,21.76,1037.49,3,1,15,One year,Bank transfer,0,Yes,Yes,0
29,49.33,1355.2,4,0,19,Two year,Mailed check,0,No,Yes,0
63,97.31,5596.23,1,0,14,Month-to-month,Mailed check,0,No,No,0
22,71.8,1451.19,1,3,1,Two year,Bank transfer,0,Yes,No,0
26,54.81,1266.16,3,2,16,Month-to-month,Electronic check,0,No,No,0
28,57.17,1541.24,3,0,2,Two year,Bank transfer,0,No,No,0
49,20.14,914.75,3,3,2,One year,Electronic check,0,No,No,0
71,49.98,3187.08,2,1,4,Month-to-month,Bank transfer,0,No,No,0
49,84.65,3896.52,1,1,16,Month-to-month,Bank transfer,0,Yes,No,1
20,117.42,2346.9,2,1,22,Month-to-month,Bank transfer,1,Yes,Yes,0
63,104.71,6037.92,1,1,28,Month-to-month,Mailed check,0,No,No,0
61,22.36,1347.73,1,2,16,Month-to-month,Bank transfer,0,No,Yes,0
49,109.86,4854.26,3,0,19,One year,Electronic check,0,No,No,0
71,98.32,5990.92,1,0,5,Two year,Credit card,0,No,Yes,0
1,98.04,86.34,3,1,30,Month-to-month,Electronic check,1,Yes,No,0
13,65.8,780.81,2,1,0,One year,Electronic check,0,No,No,0
51,59.8,2692.81,2,1,6,One year,Bank transfer,0,No,No,0
56,50.29,2393.9,1,1,25,Two year,Bank transfer,0,No,No,0
62,26.57,1626.34,2,3,14,One year,Electronic check,0,No,Yes,0
32,42.82,1338.15,1,2,6,One year,Credit card,0,No,No,0
30,44.66,1288.01,4,2,18,Month-to-month,Credit card,0,No,Yes,0
29,68.41,1736.25,3,0,19,Month-to-month,Bank transfer,1,No,Yes,0
49,94.74,4029.73,2,0,21,Month-to-month,Mailed check,0,No,Yes,0
45,67.38,2608.03,1,2,29,Month-to-month,Bank transfer,0,No,Yes,0
30,25.78,741.38,4,0,10,Month-to-month,Electronic check,0,Yes,No,1
16,115.78,1832.7,2,2,22,One year,Mailed check,1,No,No,0
40,114.27,4180.36,1,3,13,Month-to-month,Credit card,0,No,No,1
19,98.52,1624.55,2,3,12,One year,Credit card,0,Yes,Yes,0
18,119.13,1987.5,4,1,19,Month-to-month,Credit card,0,No,Yes,1
1,74.45,67.18,1,2,25,Two year,Electronic check,0,Yes,Yes,0
47,116.28,4952.66,1,1,26,Two year,Electronic check,0,No,Yes,0
66,27.56,1715.64,4,3,24,Month-to-month,Electronic check,0,No,Yes,0
38,56.57,2058.96,1,2,8,Month-to-month,Mailed check,1,No,Yes,1
51,42.54,1880.1,1,1,8,One year,Electronic check,1,No,No,0
63,39.58,2132.82,2,2,15,Month-to-month,Mailed check,0,Yes,No,0
4,34.08,136.2,3,0,11,Month-to-month,Bank transfer,1,No,No,0
1,82.24,72.77,2,1,9,Month-to-month,Bank transfer,0,Yes,Yes,0
8,98.13,673.62,4,0,5,Two year,Bank transfer,0,Yes,No,0
29,77.83,1982.79,3,0,17,Two year,Credit card,0,No,No,0
55,34.7,1633.38,1,2,1,One year,Electronic check,0,No,Yes,0
3,101.11,275.66,4,3,26,One year,Electronic check,0,Yes,Yes,0
32,83.6,2595.91,2,2,19,Two year,Bank transfer,0,No,Yes,0
10,58.82,530.08,1,2,8,Two year,Mailed check,0,No,Yes,0
34,87.41,2724.16,2,0,18,Two year,Bank transfer,1,No,No,0
55,45.99,2406.36,2,1,5,Month-to-month,Electronic check,1,No,Yes,1
32,54.52,1616.12,1,0,1,Month-to-month,Electronic check,0,No,No,1
50,111.75,5471.37,1,1,14,One year,Bank transfer,1,No,Yes,0
7,49.05,336.45,2,3,16,One year,Credit card,0,Yes,No,0
8,67.0,456.4,3,1,15,Month-to-month,Credit card,1,No,Yes,1
65,109.01,6849.75,2,0,27,Month-to-month,Mailed check,0,No,No,0
57,90.77,4755.37,4,1,20,Two year,Mailed check,0,Yes,Yes,0
67,26.22,1753.8,1,0,7,Two year,Credit card,1,Yes,Yes,0
59,34.73,1890.24,1,0,9,Month-to-month,Mailed check,0,Yes,No,0
72,20.78,1493.22,1,1,9,Two year,Mailed check,0,No,No,0
54,83.09,4321.68,1,0,17,One year,Credit card,0,No,Yes,0
67,64.77,3850.48,1,2,9,Two year,Bank transfer,0,No,No,0
51,33.43,1586.88,3,0,8,Month-to-month,Credit card,1,No,No,0
8,115.79,925.23,4,4,27,Month-to-month,Electronic check,0,No,No,0
34,72.97,2427.96,4,1,23,Month-to-month,Mailed check,1,No,Yes,0
35,44.19,1337.24,1,3,18,Month-to-month,Credit card,0,Yes,No,1
32,70.06,2143.18,3,0,0,One year,Electronic check,0,Yes,Yes,0
46,87.96,3648.98,2,3,3,Month-to-month,Bank transfer,0,No,Yes,0
16,27.62,376.09,1,1,23,Two year,Electronic check,0,No,Yes,0
68,47.47,2939.13,3,2,2,Month-to-month,Credit card,0,No,No,0
37,100.7,3298.22,2,3,9,Month-to-month,Bank transfer,0,No,No,1
54,65.97,3465.59,1,2,11,One year,Electronic check,0,Yes,No,0
14,74.66,941.34,2,0,17,One year,Mailed check,0,No,No,0
55,63.28,3390.36,1,1,22,Month-to-month,Bank transfer,0,No,No,0
48,24.39,995.22,3,2,19,One year,Bank transfer,0,Yes,No,0
7,36.57,229.41,2,2,5,One year,Mailed check,0,No,No,0
7,64.55,400.42,4,1,20,One year,Credit card,0,No,No,0
33,40.92,1195.12,1,0,1,One year,Mailed check,0,No,Yes,1
23,25.0,494.63,2,2,9,Month-to-month,Mailed check,0,No,No,0
19,104.36,1741.07,2,3,1,One year,Electronic check,0,Yes,No,0
19,118.12,2094.66,2,5,29,Two year,Credit card,0,Yes,No,0
36,99.31,3195.14,2,1,8,Month-to-month,Electronic check,0,No,No,1
29,105.38,2788.95,3,1,26,Month-to-month,Mailed check,0,No,No,0
60,44.2,2404.12,3,1,9,Two year,Credit card,1,Yes,No,0
2,116.06,227.8,4,1,1,Month-to-month,Electronic check,0,Yes,No,0
1,39.69,39.13,3,4,7,Month-to-month,Mailed check,0,No,Yes,1
47,115.14,4999.99,3,1,23,Two year,Electronic check,0,No,Yes,0
69,119.48,7415.78,2,3,16,Month-to-month,Bank transfer,0,No,No,0
20,91.17,1579.1,3,0,16,Month-to-month,Bank transfer,1,Yes,Yes,0
11,118.11,1290.13,2,1,28,Two year,Credit card,0,Yes,No,0
2,76.95,132.21,2,1,3,Two year,Credit card,0,Yes,Yes,1
67,45.95,2754.31,2,1,17,Month-to-month,Bank transfer,0,No,No,0
12,63.7,683.92,2,1,11,One year,Bank transfer,0,Yes,Yes,0
20,79.36,1425.4,1,3,30,Two year,Mailed check,0,No,No,1
5,27.31,119.43,4,0,16,One year,Mailed check,0,No,No,0
37,82.23,2943.55,2,3,8,Month-to-month,Bank transfer,0,Yes,No,0
38,118.12,3897.75,1,2,28,Month-to-month,Credit card,0,No,Yes,0
9,39.01,331.86,2,1,18,Month-to-month,Mailed check,0,No,No,0
53,99.26,4569.39,1,3,13,Two year,Electronic check,0,No,No,0
44,110.79,4195.12,1,1,13,Two year,Mailed check,0,No,Yes,0
24,114.37,2707.59,1,2,29,Two year,Mailed check,0,Yes,Yes,0
30,116.01,3057.51,2,1,16,Two year,Electronic check,0,Yes,Yes,0
59,72.15,4142.71,2,0,1,One year,Mailed check,0,No,Yes,0
14,117.73,1535.64,3,1,7,Month-to-month,Mailed check,1,No,Yes,1
9,95.73,742.4,3,1,4,One year,Bank transfer,0,Yes,Yes,0
40,36.17,1437.13,2,0,26,One year,Mailed check,0,No,No,0
66,67.69,3962.91,2,1,6,One year,Bank transfer,1,No,No,0
25,91.83,2247.42,2,1,21,Month-to-month,Credit card,1,Yes,No,0
22,44.73,861.37,3,3,28,Two year,Credit card,0,No,No,0
4,84.06,328.87,1,1,15,Month-to-month,Bank transfer,0,Yes,No,1
26,86.66,1919.66,1,1,15,Month-to-month,Electronic check,0,No,No,1
58,36.27,1949.6,3,1,16,One year,Credit card,0,No,Yes,0
29,76.51,2142.06,2,1,21,One year,Bank transfer,1,Yes,Yes,0
37,97.16,3559.76,1,1,26,Month-to-month,Electronic check,0,No,No,0
70,69.89,4825.67,1,3,6,Two year,Electronic check,0,No,No,0
18,21.21,371.45,4,3,19,Month-to-month,Electronic check,0,No,No,0
42,20.9,863.08,3,1,7,Month-to-month,Electronic check,1,Yes,Yes,0
41,55.7,2009.39,3,2,7,Month-to-month,Electronic check,1,No,No,0
38,112.62,3820.05,2,2,22,One year,Credit card,1,No,Yes,0
34,42.87,1302.12,2,5,10,Two year,Mailed check,0,No,Yes,0
17,83.44,1285.93,4,2,14,Two year,Bank transfer,0,No,No,0
37,42.21,1419.65,4,2,17,Two year,Credit card,0,Yes,No,0
25,52.17,1215.15,1,2,5,Month-to-month,Bank transfer,0,Yes,No,0
27,104.8,2473.02,3,2,21,Month-to-month,Credit card,0,No,No,0
57,92.89,5049.52,1,4,11,One year,Credit card,0,Yes,No,0
31,29.54,801.4,1,1,14,Month-to-month,Mailed check,1,No,No,0
6,62.87,338.2,3,1,27,Two year,Credit card,0,No,Yes,0
40,22.92,848.5,2,0,22,One year,Bank transfer,0,No,Yes,0
12,68.09,792.13,4,6,5,Two year,Electronic check,0,No,No,0
53,86.24,4392.1,1,0,17,Month-to-month,Bank transfer,0,No,Yes,1
71,31.85,2141.11,2,3,23,Month-to-month,Bank transfer,1,No,Yes,0
10,48.89,426.99,4,1,30,One year,Credit card,0,Yes,Yes,0
45,59.78,2507.33,4,1,19,Month-to-month,Mailed check,0,Yes,No,0
17,111.95,1642.64,1,0,8,One year,Bank transfer,0,Yes,No,0
26,119.33,2812.81,2,1,7,Month-to-month,Electronic check,0,No,No,0
62,24.49,1384.8,2,1,13,Month-to-month,Electronic check,0,No,No,0
46,96.1,3783.91,1,1,18,Month-to-month,Electronic check,0,Yes,Yes,1
64,57.17,3260.42,4,2,18,Month-to-month,Mailed check,0,No,No,0
2,59.25,117.71,4,3,7,One year,Credit card,0,Yes,No,0
54,95.43,5117.38,1,0,1,Month-to-month,Electronic check,1,No,Yes,1
65,111.84,6563.35,1,2,24,Month-to-month,Mailed check,0,Yes,No,1
51,115.09,5027.1,1,2,3,Month-to-month,Electronic check,0,No,No,0
53,77.71,3611.48,4,2,30,Month-to-month,Electronic check,1,No,No,1
36,55.71,1822.72,1,1,5,Month-to-month,Mailed check,0,No,Yes,0
26,98.75,2547.39,2,1,2,Month-to-month,Electronic check,0,Yes,No,1
29,45.1,1139.42,2,0,2,One year,Bank transfer,0,No,No,0
21,76.41,1547.69,2,3,18,One year,Electronic check,0,Yes,No,0
11,55.86,532.31,1,1,10,One year,Electronic check,1,No,Yes,0
40,85.66,3416.77,1,1,28,Two year,Mailed check,0,No,No,0
11,44.04,439.5,4,4,9,Month-to-month,Bank transfer,1,No,No,1
36,39.16,1362.23,4,2,11,One year,Electronic check,0,No,Yes,0
59,111.82,5946.8,3,6,13,Two year,Bank transfer,0,No,Yes,0
39,30.18,1111.28,1,1,29,Month-to-month,Credit card,1,No,No,0
54,70.6,3350.35,2,1,29,One year,Bank transfer,0,Yes,Yes,0
55,42.09,2018.41,2,2,27,Month-to-month,Electronic check,1,No,No,1
24,23.89,568.03,1,2,17,Month-to-month,Bank transfer,0,Yes,Yes,0
22,23.6,512.79,4,1,23,One year,Bank transfer,0,Yes,Yes,0
69,37.52,2545.18,2,2,8,Month-to-month,Electronic check,1,No,No,0
56,106.68,5638.43,1,3,14,Month-to-month,Credit card,0,No,Yes,0
33,48.25,1546.46,4,2,23,Month-to-month,Credit card,1,Yes,No,0
36,115.05,3563.42,4,0,30,Month-to-month,Credit card,1,No,No,1
20,78.16,1407.22,1,1,25,Month-to-month,Credit card,1,Yes,No,0
